День,№ Кампании,Название кампании,"Расход, ₽",Клики,Конверсии,"CR, %","CPA, ₽"
15.05.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1315.16,9,0,0.00,-
15.05.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,899.86,5,0,0.00,-
15.05.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,222.53,3,0,0.00,-
15.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,7,0,0.00,-
15.05.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,0,0,-,-
15.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,127.87,1,0,0.00,-
15.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,442.59,26,0,0.00,-
15.05.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,195.42,1,0,0.00,-
15.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,3548.22,68,3,4.41,1182.74
15.05.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,522.22,3,0,0.00,-
15.05.2026,115971938,10. Форма | РСЯ,4936.93,94,5,5.32,987.39
16.05.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,1,0,0.00,-
16.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,133.08,1,0,0.00,-
16.05.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,663.76,6,0,0.00,-
16.05.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,11.51,1,0,0.00,-
16.05.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,577.28,5,0,0.00,-
16.05.2026,115971938,10. Форма | РСЯ,5867.66,125,2,1.60,2933.83
16.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,2969.87,57,2,3.51,1484.93
16.05.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,317.40,2,0,0.00,-
16.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,1732.92,64,4,6.25,433.23
16.05.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,140.55,2,0,0.00,-
16.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,4,0,0.00,-
17.05.2026,115971938,10. Форма | РСЯ,1985.13,31,1,3.23,1985.13
17.05.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,31.21,1,0,0.00,-
17.05.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,58.75,1,0,0.00,-
17.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,1016.91,20,1,5.00,1016.91
17.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,201.04,1,0,0.00,-
17.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,355.93,9,0,0.00,-
17.05.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,67.55,1,0,0.00,-
17.05.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,0.00,0,0,-,-
17.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,1,0,0.00,-
17.05.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,80.18,2,0,0.00,-
17.05.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,0,0,-,-
18.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,2607.83,43,5,11.63,521.57
18.05.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1536.24,13,0,0.00,-
18.05.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,711.77,6,0,0.00,-
18.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,191.08,6,0,0.00,-
18.05.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,0,0,-,-
18.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,461.16,8,0,0.00,-
18.05.2026,115971938,10. Форма | РСЯ,4116.84,71,5,7.04,823.37
18.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,5,0,0.00,-
18.05.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,1548.96,7,2,28.57,774.48
18.05.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,666.77,9,4,44.44,166.69
18.05.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,589.28,4,0,0.00,-
19.05.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1957.29,7,0,0.00,-
19.05.2026,115971938,10. Форма | РСЯ,3151.30,43,3,6.98,1050.43
19.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,608.15,16,0,0.00,-
19.05.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,1,0,0.00,-
19.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,3628.77,52,9,17.31,403.20
19.05.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,363.34,2,0,0.00,-
19.05.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,296.60,2,0,0.00,-
19.05.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,638.56,10,1,10.00,638.56
19.05.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,1110.81,5,1,20.00,1110.81
19.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,3,0,0.00,-
19.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,751.56,8,1,12.50,751.56
20.05.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,307.98,6,0,0.00,-
20.05.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,108.80,2,0,0.00,-
20.05.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,361.34,2,1,50.00,361.34
20.05.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,97.66,1,0,0.00,-
20.05.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,0,0,-,-
20.05.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1994.27,8,1,12.50,1994.27
20.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,3002.02,51,3,5.88,1000.67
20.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,164.66,2,0,0.00,-
20.05.2026,115971938,10. Форма | РСЯ,4768.89,77,3,3.90,1589.63
20.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,1595.98,45,1,2.22,1595.98
20.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,4,0,0.00,-
21.05.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,497.83,4,0,0.00,-
21.05.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,502.86,3,0,0.00,-
21.05.2026,115971938,10. Форма | РСЯ,4307.68,68,1,1.47,4307.68
21.05.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,0,0,-,-
21.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,2581.76,46,3,6.52,860.59
21.05.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,405.55,3,0,0.00,-
21.05.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,1086.14,14,1,7.14,1086.14
21.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,3,0,0.00,-
21.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,410.67,3,0,0.00,-
21.05.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1751.30,8,0,0.00,-
21.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,947.56,41,0,0.00,-
22.05.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,429.96,2,0,0.00,-
22.05.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,0,0,-,-
22.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,4,0,0.00,-
22.05.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,195.40,4,0,0.00,-
22.05.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,874.43,5,0,0.00,-
22.05.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,69.76,2,0,0.00,-
22.05.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,555.98,3,0,0.00,-
22.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,1883.53,36,5,13.89,376.71
22.05.2026,115971938,10. Форма | РСЯ,2991.97,54,0,0.00,-
22.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,44.36,1,0,0.00,-
22.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,736.48,28,0,0.00,-
23.05.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,283.88,2,0,0.00,-
23.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,373.92,19,0,0.00,-
23.05.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,1019.37,11,0,0.00,-
23.05.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,0,0,-,-
23.05.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,177.04,3,1,33.33,177.04
23.05.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,439.37,5,0,0.00,-
23.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,389.20,5,0,0.00,-
23.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,2107.04,39,2,5.13,1053.52
23.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,1,0,0.00,-
23.05.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1360.61,5,0,0.00,-
23.05.2026,115971938,10. Форма | РСЯ,3322.84,64,1,1.56,3322.84
24.05.2026,115971938,10. Форма | РСЯ,104.60,3,0,0.00,-
24.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,0.00,0,0,-,-
24.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,0,0,-,-
24.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,31.73,1,0,0.00,-
24.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,64.52,1,0,0.00,-
25.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,101.76,3,0,0.00,-
25.05.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,397.89,3,0,0.00,-
25.05.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,866.73,14,0,0.00,-
25.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,2150.75,52,3,5.77,716.92
25.05.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1852.77,9,1,11.11,1852.77
25.05.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,1329.63,10,1,10.00,1329.63
25.05.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,2,0,0.00,-
25.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,3,0,0.00,-
25.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,1601.19,75,0,0.00,-
25.05.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,505.28,4,1,25.00,505.28
25.05.2026,115971938,10. Форма | РСЯ,3707.86,59,2,3.39,1853.93
26.05.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,1,0,0.00,-
26.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,2637.94,57,6,10.53,439.66
26.05.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,603.60,4,0,0.00,-
26.05.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,426.09,7,0,0.00,-
26.05.2026,115971938,10. Форма | РСЯ,4287.01,77,1,1.30,4287.01
26.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,5,0,0.00,-
26.05.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1789.69,9,0,0.00,-
26.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,1839.60,80,1,1.25,1839.60
26.05.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,602.67,4,1,25.00,602.67
26.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,0.00,0,0,-,-
26.05.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,74.98,2,0,0.00,-
27.05.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,2,0,0.00,-
27.05.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,384.81,5,1,20.00,384.81
27.05.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,264.71,2,0,0.00,-
27.05.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,772.88,4,0,0.00,-
27.05.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,235.59,2,0,0.00,-
27.05.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1855.79,8,0,0.00,-
27.05.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,1663.12,86,2,2.33,831.56
27.05.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,2889.67,44,8,18.18,361.21
27.05.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,332.14,5,1,20.00,332.14
27.05.2026,115971938,10. Форма | РСЯ,4236.19,66,5,7.58,847.24
27.05.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,0,0,-,-
